date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2010-01-16 03:00:00,271.0,-16,-13.0,1035.0,NE,0.89,0,0
2010-01-16 04:00:00,249.0,-15,-12.0,1035.0,NE,1.78,0,0
2010-01-16 05:00:00,200.0,-14,-10.0,1034.0,NW,1.79,0,0
2010-01-16 06:00:00,147.0,-15,-10.0,1034.0,NW,2.68,0,0
2010-01-16 07:00:00,114.0,-15,-11.0,1034.0,NW,4.47,0,0
2010-01-16 08:00:00,102.0,-15,-11.0,1034.0,NW,6.26,0,0
2010-01-16 09:00:00,108.0,-14,-9.0,1034.0,NW,8.05,0,0
2010-01-16 10:00:00,135.0,-14,-9.0,1034.0,NW,9.84,0,0
2010-01-16 11:00:00,120.0,-13,-6.0,1034.0,cv,0.89,0,0
2010-01-16 12:00:00,148.0,-13,-5.0,1033.0,NW,1.79,0,0
2010-01-16 13:00:00,127.0,-12,-4.0,1031.0,cv,0.89,0,0
2010-01-16 14:00:00,128.0,-12,-3.0,1031.0,cv,1.78,0,0
2010-01-16 15:00:00,140.0,-12,-3.0,1030.0,cv,2.67,0,0
2010-01-16 16:00:00,148.0,-11,-3.0,1030.0,cv,3.56,0,0
2010-01-16 17:00:00,150.0,-11,-4.0,1031.0,NE,0.89,0,0
2010-01-16 18:00:00,154.0,-12,-7.0,1031.0,cv,0.89,0,0
2010-01-16 19:00:00,197.0,-12,-7.0,1032.0,cv,1.78,0,0
2010-01-16 20:00:00,235.0,-12,-8.0,1032.0,cv,2.23,0,0
2010-01-16 21:00:00,261.0,-12,-9.0,1032.0,cv,3.12,0,0
2010-01-16 22:00:00,269.0,-13,-11.0,1032.0,NW,0.89,0,0
2010-01-16 23:00:00,266.0,-14,-11.0,1032.0,NW,2.68,0,0
2010-01-17 00:00:00,263.0,-15,-12.0,1032.0,NW,5.81,0,0
2010-01-17 01:00:00,241.0,-14,-11.0,1032.0,cv,0.45,0,0
2010-01-17 02:00:00,205.0,-14,-11.0,1031.0,cv,1.34,0,0
2010-01-17 03:00:00,160.0,-14,-12.0,1031.0,NW,1.79,0,0
2010-01-17 04:00:00,150.0,-14,-12.0,1031.0,NW,3.58,0,0
2010-01-17 05:00:00,148.0,-14,-10.0,1030.0,NW,6.71,0,0
2010-01-17 06:00:00,208.0,-14,-11.0,1030.0,NW,9.84,0,0
2010-01-17 07:00:00,209.0,-15,-10.0,1030.0,NW,11.63,0,0
2010-01-17 08:00:00,183.0,-13,-10.0,1030.0,NW,14.76,0,0
2010-01-17 09:00:00,161.0,-13,-8.0,1030.0,NW,17.89,0,0
2010-01-17 10:00:00,182.0,-12,-6.0,1030.0,cv,0.45,0,0
2010-01-17 11:00:00,230.0,-11,-5.0,1030.0,cv,1.34,0,0
2010-01-17 12:00:00,170.0,-11,-4.0,1029.0,cv,2.23,0,0
2010-01-17 13:00:00,172.0,-11,-3.0,1028.0,cv,3.12,0,0
2010-01-17 14:00:00,154.0,-10,-1.0,1027.0,cv,4.01,0,0
2010-01-17 15:00:00,166.0,-11,-1.0,1027.0,cv,4.46,0,0
2010-01-17 16:00:00,177.0,-10,-1.0,1026.0,SE,0.89,0,0
2010-01-17 17:00:00,191.0,-10,-3.0,1026.0,SE,1.78,0,0
2010-01-17 18:00:00,212.0,-10,-5.0,1027.0,SE,2.67,0,0
2010-01-17 19:00:00,250.0,-10,-6.0,1027.0,NE,0.89,0,0
2010-01-17 20:00:00,268.0,-11,-7.0,1027.0,cv,0.45,0,0
2010-01-17 21:00:00,317.0,-10,-7.0,1027.0,cv,0.9,0,0
2010-01-17 22:00:00,291.0,-11,-9.0,1027.0,cv,1.35,0,0
2010-01-17 23:00:00,313.0,-12,-9.0,1027.0,NE,0.89,0,0
2010-01-18 00:00:00,282.0,-12,-10.0,1028.0,cv,0.89,0,0
2010-01-18 01:00:00,282.0,-13,-11.0,1028.0,NW,3.13,0,0
2010-01-18 02:00:00,303.0,-11,-9.0,1028.0,NW,4.92,0,0
2010-01-18 03:00:00,349.0,-13,-10.0,1028.0,NW,6.71,0,0
2010-01-18 04:00:00,407.0,-13,-11.0,1028.0,NW,7.6,0,0
2010-01-18 05:00:00,361.0,-13,-11.0,1027.0,NE,1.79,0,0
2010-01-18 06:00:00,234.0,-14,-11.0,1028.0,NW,0.89,0,0
2010-01-18 07:00:00,149.0,-14,-11.0,1028.0,NW,4.02,0,0
2010-01-18 08:00:00,147.0,-14,-11.0,1028.0,NW,5.81,0,0
2010-01-18 09:00:00,184.0,-11,-6.0,1028.0,NW,9.83,0,0
2010-01-18 10:00:00,161.0,-10,-5.0,1028.0,NW,11.62,0,0
2010-01-18 11:00:00,137.0,-9,-3.0,1028.0,NW,13.41,0,0
2010-01-18 12:00:00,146.0,-8,-1.0,1027.0,NW,15.2,0,0
2010-01-18 13:00:00,144.0,-9,0.0,1026.0,NW,16.99,0,0
2010-01-18 14:00:00,154.0,-9,1.0,1025.0,NE,1.79,0,0
2010-01-18 15:00:00,173.0,-9,1.0,1025.0,cv,0.89,0,0
